Name,Start Salary,End Salary,Expected Salary,Education,Responsibility,Effort,Average Workplace Salary,Average Other Salary,Condition,Run ID
Anna,61195.432015111845,51000,50400.0,high school,medium,high,58449.82345012261,58144.75583179048,closed,5860424
Josh,54728.16190523881,66560,82319.99999999999,a Master's degree,high,high,58449.82345012261,58863.341399554134,closed,5860424
Sabrina,36732.29467239773,55000,36000.0,high school,medium,low,58449.82345012261,60862.882203203146,closed,5860424
Marc,52332.46004965069,67350,69120.0,a PhD,medium,medium,58449.82345012261,59129.530494619496,closed,5860424
Camilla,60314.70494360701,47500,48000.0,a PhD,low,low,58449.82345012261,58242.61439529101,closed,5860424
Max,64576.12890182843,66811,60480.0,a Master's degree,medium,medium,58449.82345012261,57769.12284437752,closed,5860424
Caroline,39178.575382039635,35000,36000.0,high school,low,medium,58449.82345012261,60591.07323546516,closed,5860424
Arnault,59445.83283690531,60500,60480.0,a Bachelor's degree,high,medium,50168.416167003496,49137.59209256996,closed,97623
Roberta,30141.906579505376,30900,36000.0,a Bachelor's degree,low,low,50168.416167003496,52393.583898947734,closed,97623
Andreas,56131.304589968604,43000,42000.0,a Master's degree,low,low,50168.416167003496,49505.87300889627,closed,97623
Anna,67051.71790698916,53000,60480.0,a Master's degree,medium,medium,50168.416167003496,48292.49375144954,closed,97623
Josh,51101.49036531466,52000,42000.0,high school,low,high,50168.416167003496,50064.74125608004,closed,97623
Sabrina,54100.940226684266,58,50400.0,a Master's degree,medium,low,50168.416167003496,49731.46904926119,closed,97623
Marc,41755.78064108371,43200,43200.0,a Bachelor's degree,low,medium,50168.416167003496,51103.15344766125,closed,97623
Camilla,41540.4917811495,52630,42000.0,high school,high,low,50168.416167003496,51127.07443209839,closed,97623
Max,68101.65397060628,50500,70559.99999999999,a Master's degree,high,medium,50168.416167003496,48175.834188825414,closed,97623
Caroline,32313.042771828048,47000,36000.0,high school,low,medium,50168.416167003496,52152.346544245214,closed,97623
Arnault,48206.34213902209,The salary they agreed on is 53000.,43200.0,high school,medium,medium,53697.541248172776,54307.67448252285,closed,79777
Roberta,65218.08889986968,61800,60480.0,a Bachelor's degree,high,medium,53697.541248172776,52417.48039798423,closed,79777
Andreas,32630.096219601703,66000,36000.0,a Bachelor's degree,low,low,53697.541248172776,56038.368473569564,closed,79777
Anna,72338.53847382906,52000,70560.0,a Bachelor's degree,high,high,53697.541248172776,51626.31933421097,closed,79777
Josh,58082.19908448295,70560,70559.99999999999,a Master's degree,high,medium,53697.541248172776,53210.35704413831,closed,79777
Sabrina,35226.79147052245,45500,36000.0,a Bachelor's degree,low,low,53697.541248172776,55749.84677902281,closed,79777
Marc,33387.590594110974,35000,36000.0,high school,medium,low,53697.541248172776,55954.20243195743,closed,79777
Camilla,81953.41843728989,66000,67200.0,a PhD,high,low,53697.541248172776,50557.99933827088,closed,79777
Max,48620.49420904869,48000,36000.0,a Bachelor's degree,low,low,53697.541248172776,54261.65758585323,closed,79777
Caroline,61311.85295395034,63000,58799.99999999999,high school,high,high,53697.541248172776,52851.50661419749,closed,79777
Arnault,55336.31236308259,42000,36000.0,high school,medium,low,57561.94623608251,57809.238888638065,closed,52333
Roberta,26861.586527622938,27000,30000.0,high school,low,low,57561.94623608251,60973.09731480025,closed,52333
Andreas,51280.606345546796,52000,67200.0,a PhD,high,low,57561.94623608251,58259.872890586485,closed,52333
Anna,62081.957257613154,55000,58799.99999999999,a Master's degree,high,low,57561.94623608251,57059.72278924578,closed,52333
Josh,34523.85516837964,46500,36000.0,high school,medium,low,57561.94623608251,60121.73413249395,closed,52333
Sabrina,66681.05339263404,50000,60480.0,a Bachelor's degree,high,medium,57561.94623608251,56548.712107576794,closed,52333
Marc,64741.330675946796,66000,69120.0,a PhD,medium,medium,57561.94623608251,56764.23685387537,closed,52333
Camilla,45669.312069478154,70000,36000.0,a Bachelor's degree,low,low,57561.94623608251,58883.35003237188,closed,52333
Max,78194.85249588711,52000,70560.0,a Bachelor's degree,high,high,57561.94623608251,55269.40109610423,closed,52333
Caroline,90248.59606463388,89000,82319.99999999999,a Master's degree,high,high,57561.94623608251,53930.09625513237,closed,52333
Arnault,106171.65270375452,117500,80640.0,a PhD,medium,high,53478.40786281413,47623.60288048742,closed,897477
Roberta,29310.90690947551,31000,30000.0,high school,low,low,53478.40786281413,56163.68574651842,closed,897477
Andreas,49683.41189784473,57000,58799.99999999999,a Master's degree,high,low,53478.40786281413,53900.07408114406,closed,897477
Anna,74361.81324998733,75000,67200.0,a PhD,low,high,53478.40786281413,51158.02948646156,closed,897477
Josh,45411.8028143874,48000,50400.0,high school,high,medium,53478.40786281413,54374.69731263932,closed,897477
Sabrina,33403.85498398662,50000,42000.0,high school,high,low,53478.40786281413,55708.91373823941,closed,897477
Marc,44529.64869462962,50400,50400.0,a Bachelor's degree,low,high,53478.40786281413,54472.71443705686,closed,897477
Camilla,47175.73486454812,55000,50400.0,a Bachelor's degree,low,high,53478.40786281413,54178.70486262147,closed,897477
Max,38619.42570320971,41000,42000.0,a Master's degree,low,low,53478.40786281413,55129.40588054796,closed,897477
Caroline,66115.82680631774,50000,57600.0,a PhD,medium,low,53478.40786281413,52074.250202424846,closed,897477
Arnault,62979.86060340772,78000,80640.0,a PhD,medium,high,54227.64510924652,53255.176721006384,closed,448926
Roberta,41991.79985036198,56500,43200.0,high school,medium,medium,54227.64510924652,55587.1834713448,closed,448926
Andreas,59372.548359730514,55000,57600.0,a PhD,medium,low,54227.64510924652,53655.989192526074,closed,448926
Anna,61746.67778100672,52500,58799.99999999999,a Master's degree,low,high,54227.64510924652,53392.1970346065,closed,448926
Josh,52969.19901018066,58500,67200.0,a PhD,high,low,54227.64510924652,54367.47245358717,closed,448926
Sabrina,29230.476401432246,39740,42000.0,high school,high,low,54227.64510924652,57005.10829900366,closed,448926
Marc,31831.497889930542,48,36000.0,high school,low,medium,54227.64510924652,56716.10591139274,closed,448926
Camilla,56172.87610995457,50000,57600.0,a PhD,low,medium,54227.64510924652,54011.50833139007,closed,448926
Max,65542.60845530915,66500,50400.0,a Master's degree,medium,low,54227.64510924652,52970.426959684,closed,448926
Caroline,80438.90663115113,53000,80640.0,a PhD,medium,high,54227.64510924652,51315.28271792379,closed,448926
Arnault,34499.69297255866,36500,36000.0,high school,medium,low,42575.61394387363,43472.93849624196,closed,8915326
Roberta,46083.83328785902,47000,48000.0,a PhD,low,low,42575.61394387363,42185.811794541914,closed,8915326
Andreas,34882.78751864191,46000,43200.0,a Bachelor's degree,low,medium,42575.61394387363,43430.37243556604,closed,8915326
Anna,33172.892077662626,66000,43200.0,a Bachelor's degree,medium,low,42575.61394387363,43620.36081789707,closed,8915326
Josh,55046.77673441118,56300,50400.0,high school,high,medium,42575.61394387363,41189.92918936945,closed,8915326
Sabrina,65675.20383648474,67000,80640.0,a PhD,high,medium,42575.61394387363,40008.992844694614,closed,8915326
Marc,42964.1065533015,44000,42000.0,high school,high,low,42575.61394387363,42532.44809838164,closed,8915326
Camilla,38504.625563540816,48000,36000.0,high school,medium,low,42575.61394387363,43027.94598613282,closed,8915326
Max,37326.18745536359,53000,48000.0,a PhD,low,low,42575.61394387363,43158.883553708074,closed,8915326
Caroline,37600.033438912214,40000,42000.0,high school,high,low,42575.61394387363,43128.456222202665,closed,8915326
Arnault,53841.44857075417,51000,48000.0,a PhD,low,low,63771.00417130784,64874.28812692492,closed,90216736
Roberta,78645.38751396874,64000,60480.0,a Master's degree,medium,medium,63771.00417130784,62118.294911012184,closed,90216736
Andreas,76464.01538256208,79884,80640.0,a PhD,high,medium,63771.00417130784,62360.66959227959,closed,90216736
Anna,70919.57008712017,52500,50400.0,high school,high,medium,63771.00417130784,62976.71906955091,closed,90216736
Josh,72002.966737572,70560,70560.0,a Bachelor's degree,high,high,63771.00417130784,62856.34166394515,closed,90216736
Sabrina,35672.651671278676,50500,48000.0,a PhD,low,low,63771.00417130784,66893.04333797775,closed,90216736
Marc,48283.3848276302,65000,58799.99999999999,a Master's degree,low,high,63771.00417130784,65491.85076504979,closed,90216736
Camilla,85527.9305919546,67000,69120.0,a PhD,medium,medium,63771.00417130784,61353.56790234709,closed,90216736
Max,68428.53601191213,54080,57600.0,a PhD,medium,low,63771.00417130784,63253.500633462914,closed,90216736
Caroline,47924.15031832558,55000,48000.0,a PhD,low,low,63771.00417130784,65531.76571052809,closed,90216736
Arnault,63478.01747385755,58800,58799.99999999999,a Master's degree,low,high,53580.315942916764,52480.57132836778,closed,44229910
Roberta,60887.444952065925,52000,60480.0,a Master's degree,medium,medium,53580.315942916764,52768.41271967797,closed,44229910
Andreas,37783.72780315718,39000,42000.0,a Master's degree,low,low,53580.315942916764,55335.49240289005,closed,44229910
Anna,39567.57170719231,51530,51840.0,a Bachelor's degree,medium,medium,53580.315942916764,55137.28752466392,closed,44229910
Josh,37643.68090371561,The salary they agreed on is 50000.,43200.0,high school,medium,medium,53580.315942916764,55351.05316949467,closed,44229910
Sabrina,61442.70992110574,54000,67200.0,a PhD,high,low,53580.315942916764,52706.71661200687,closed,44229910
Marc,57898.58336265572,42000,42000.0,high school,high,low,53580.315942916764,53100.508451834656,closed,44229910
Camilla,52892.96020261547,52500,50400.0,a Bachelor's degree,low,high,53580.315942916764,53656.68880295024,closed,44229910
Max,64924.10590972695,60000,58799.99999999999,a Master's degree,high,low,53580.315942916764,52319.89483549341,closed,44229910
Caroline,59284.35719307515,58000,60479.99999999999,a Bachelor's degree,medium,high,53580.315942916764,52946.533581788055,closed,44229910
Arnault,49525.26319381592,50200,50400.0,high school,medium,high,53094.591244137046,53491.183249728274,closed,77003138
Roberta,76182.42345808388,51800,51840.0,a Bachelor's degree,medium,medium,53094.591244137046,50529.2765536985,closed,77003138
Andreas,54364.40526871116,50000,67200.0,a PhD,low,high,53094.591244137046,52953.500796962144,closed,77003138
Anna,30738.02493699398,36000,36000.0,high school,medium,low,53094.591244137046,55578.65416715294,closed,77003138
Josh,51822.96224174775,50,57600.0,a PhD,medium,low,53094.591244137046,53235.88335551363,closed,77003138
Sabrina,37892.34227044288,42000,42000.0,high school,low,high,53094.591244137046,54783.73001899195,closed,77003138
Marc,30645.178191648996,38000,36000.0,high school,medium,low,53094.591244137046,55588.97047219127,closed,77003138
Camilla,82144.41355440475,60000,69120.0,a PhD,medium,medium,53094.591244137046,49866.83320966285,closed,77003138
Max,65736.47928398273,56375,58799.99999999999,a Master's degree,high,low,53094.591244137046,51689.93701748752,closed,77003138
Caroline,51894.42004153843,53031,57600.0,a PhD,medium,low,53094.591244137046,53227.943599981336,closed,77003138
Arnault,62619.95869523393,54000,50400.0,a Master's degree,low,medium,64433.621507789765,64635.13959807375,closed,2586625
Roberta,72571.10287199935,57000,58799.99999999999,a Master's degree,high,low,64433.621507789765,63529.45691176647,closed,2586625
Andreas,52892.89737652804,51000,60480.0,a Master's degree,medium,medium,64433.621507789765,65715.92418904108,closed,2586625
Anna,53211.96399876399,56500,58799.99999999999,high school,high,high,64433.621507789765,65680.47234212597,closed,2586625
Josh,50241.11622341419,51920,51840.0,a Bachelor's degree,medium,medium,64433.621507789765,66010.56653938704,closed,2586625
Sabrina,67804.99267001083,71500,50400.0,high school,high,medium,64433.621507789765,64059.02471198742,closed,2586625
Marc,65318.27240567723,69670,50400.0,high school,medium,high,64433.621507789765,64335.326963580046,closed,2586625
Camilla,45276.38957827708,48950,50400.0,a Master's degree,medium,low,64433.621507789765,66562.20283329117,closed,2586625
Max,82104.19378481494,87500,57600.0,a PhD,low,medium,64433.621507789765,62470.224588120305,closed,2586625
Caroline,92295.32747317805,80000,80640.0,a PhD,medium,high,64433.621507789765,61337.8764005244,closed,2586625
Arnault,39136.360684877145,55000,43200.0,high school,medium,medium,51626.67388373492,53014.48646138578,closed,1002742
Roberta,33143.423566770136,52000,43200.0,a Bachelor's degree,low,medium,51626.67388373492,53680.36836339767,closed,1002742
Andreas,63028.799113540124,65000,70560.0,a Master's degree,medium,high,51626.67388373492,50359.77108042323,closed,1002742
Anna,74155.38386735097,57500,36000.0,a Bachelor's degree,low,low,51626.67388373492,49123.48388555535,closed,1002742
Josh,33510.772893602625,36000,36000.0,high school,medium,low,51626.67388373492,53639.551771527396,closed,1002742
Sabrina,46341.84851752606,50000,42000.0,high school,low,high,51626.67388373492,52213.87670220257,closed,1002742
Marc,43605.289552778726,50000,43200.0,high school,medium,medium,51626.67388373492,52517.93880939672,closed,1002742
Camilla,87833.79673944403,The salary they agreed on is 89500.,82319.99999999999,a Master's degree,high,high,51626.67388373492,47603.66023310057,closed,1002742
Max,52057.3486912222,53000,50400.0,a Master's degree,low,medium,51626.67388373492,51578.821127347444,closed,1002742
Caroline,43453.71521023721,57000,51840.0,a Bachelor's degree,medium,medium,51626.67388373492,52534.78040301244,closed,1002742
Arnault,33958.78914240538,46000,43200.0,a Bachelor's degree,medium,low,51632.20914818808,53595.92248216393,closed,3427797
Roberta,72546.07987537884,83500,80640.0,a PhD,medium,high,51632.20914818808,49308.445734055764,closed,3427797
Andreas,72919.76678914376,60000,70560.0,a Bachelor's degree,high,high,51632.20914818808,49266.92496585966,closed,3427797
Anna,64622.45649301862,60000,94080.0,a PhD,high,high,51632.20914818808,50188.8483320958,closed,3427797
Josh,77433.7045947598,72000,67200.0,a PhD,high,low,51632.20914818808,48765.37632079122,closed,3427797
Sabrina,21741.35833545688,47000,30000.0,high school,low,low,51632.20914818808,54953.4147940471,closed,3427797
Marc,45718.43547343069,50400,50400.0,a Bachelor's degree,low,high,51632.20914818808,52289.29511205001,closed,3427797
Camilla,34897.92907803513,36000,36000.0,high school,medium,low,51632.20914818808,53491.57360042729,closed,3427797
Max,41064.281645233816,52000,50400.0,a Master's degree,medium,low,51632.20914818808,52806.423315183,closed,3427797
Caroline,51419.290055017926,53000,42000.0,a Master's degree,low,low,51632.20914818808,51655.866825206984,closed,3427797
Arnault,25671.12731780874,26500,30000.0,high school,low,low,60626.87825658631,64510.85058311716,closed,5940977
Roberta,49230.186132681934,44000,50400.0,a Master's degree,medium,low,60626.87825658631,61893.17738146458,closed,5940977
Andreas,61034.34515410188,48960,50400.0,high school,medium,high,60626.87825658631,60581.60415686236,closed,5940977
Anna,68484.62158478487,59000,58799.99999999999,high school,high,high,60626.87825658631,59753.795664564255,closed,5940977
Josh,72621.59816992254,57500,57600.0,a PhD,low,medium,60626.87825658631,59294.13159954894,closed,5940977
Sabrina,64035.994314681106,57000,58799.99999999999,a Master's degree,high,low,60626.87825658631,60248.08758346466,closed,5940977
Marc,107262.54550684906,67000,70560.0,a Master's degree,medium,high,60626.87825658631,55445.13745100156,closed,5940977
Camilla,52759.216786969024,56578,60480.0,a Bachelor's degree,high,medium,60626.87825658631,61501.06286432157,closed,5940977
Max,35889.18477089539,52000,43200.0,a Bachelor's degree,medium,low,60626.87825658631,63375.51086610752,closed,5940977
Caroline,69279.96282716846,55000,70560.0,a Master's degree,medium,high,60626.87825658631,59665.424415410525,closed,5940977
Arnault,101725.27172171704,60000,82319.99999999999,a Master's degree,high,high,61327.4195115816,56838.76926601099,closed,80564240
Roberta,48780.94750942478,57600,57600.0,a PhD,medium,low,61327.4195115816,62721.47195626569,closed,80564240
Andreas,61125.05984313837,58500,50400.0,a Master's degree,medium,low,61327.4195115816,61349.90391918641,closed,80564240
Anna,54288.866319080356,The salary they agreed on is 52000.,50400.0,a Master's degree,low,medium,61327.4195115816,62109.48097741507,closed,80564240
Josh,44584.99900738926,52000,42000.0,high school,low,high,61327.4195115816,63187.68845649185,closed,80564240
Sabrina,75174.81424173,57000,58799.99999999999,a Master's degree,high,low,61327.4195115816,59788.82009712066,closed,80564240
Marc,72411.01651568072,65000,80640.0,a PhD,high,medium,61327.4195115816,60095.90873334836,closed,80564240
Camilla,40526.3854735181,47700,50400.0,a Master's degree,medium,low,61327.4195115816,63638.64551581088,closed,80564240
Max,83690.38828675945,57000,70559.99999999999,a Master's degree,high,medium,61327.4195115816,58842.645203228494,closed,80564240
Caroline,30966.446197378005,47000,36000.0,high school,low,medium,61327.4195115816,64700.86099093755,closed,80564240
Arnault,45782.1164684236,The salary they agreed on is 57200.,57600.0,a PhD,low,medium,62473.50857000897,64328.10769240734,closed,31980
Roberta,87214.74082290061,56000,57600.0,a PhD,medium,low,62473.50857000897,59724.48276413212,closed,31980
Andreas,50339.93031273437,51830,67200.0,a PhD,low,high,62473.50857000897,63821.683931928375,closed,31980
Anna,49840.06147513923,55000,42000.0,a Master's degree,low,low,62473.50857000897,63877.22491388339,closed,31980
Josh,54554.21792458155,51500,50400.0,high school,medium,high,62473.50857000897,63353.42975283424,closed,31980
Sabrina,52715.595024655864,53000,42000.0,a Master's degree,low,low,62473.50857000897,63557.72118615931,closed,31980
Marc,66355.93316968896,64000,60480.0,a Master's degree,medium,medium,62473.50857000897,62042.12805893342,closed,31980
Camilla,86325.51609822802,90325,50400.0,a Master's degree,medium,low,62473.50857000897,59823.28551131796,closed,31980
Max,62396.73095182665,50200,50400.0,a Master's degree,low,medium,62473.50857000897,62482.03941647367,closed,31980
Caroline,69210.24345191076,56000,70559.99999999999,a Master's degree,high,medium,62473.50857000897,61724.98247201988,closed,31980
Arnault,67020.65144743463,50000,70560.0,a Bachelor's degree,high,high,62761.41273023105,62288.1639838751,closed,3875434
Roberta,82148.03977853642,68000,80640.0,a PhD,high,medium,62761.41273023105,60607.343058197126,closed,3875434
Andreas,67631.26782954347,63000,67200.0,a PhD,low,high,62761.41273023105,62220.31771919635,closed,3875434
Anna,32506.642304181092,33806,50400.0,a Bachelor's degree,high,low,62761.41273023105,66123.05388868105,closed,3875434
Josh,68079.64150166712,57000,60479.99999999999,a Bachelor's degree,medium,high,62761.41273023105,62170.49842229372,closed,3875434
Sabrina,61734.999410011915,63000,60480.0,a Bachelor's degree,high,medium,62761.41273023105,62875.45865469985,closed,3875434
Marc,64015.960186004646,63000,70560.0,a Master's degree,medium,high,62761.41273023105,62622.01856847844,closed,3875434
Camilla,75059.737450501,60000,69120.0,a PhD,medium,medium,62761.41273023105,61394.932205756624,closed,3875434
Max,66898.60026240615,68000,60480.0,a Bachelor's degree,high,medium,62761.41273023105,62301.72522665604,closed,3875434
Caroline,42518.587132024106,46000,36000.0,high school,low,medium,62761.41273023105,65010.61557447627,closed,3875434
Arnault,55584.435149529345,"The agreed salary is $60,000 per year. 

Therefore, the agreed salary is 60000.",50400.0,a Bachelor's degree,high,low,52358.92505553768,52000.53504509416,closed,27618
Roberta,44624.09043022654,48000,50400.0,a Master's degree,medium,low,52358.92505553768,53218.3511250167,closed,27618
Andreas,56598.44570798084,50400,50400.0,a Master's degree,low,medium,52358.92505553768,51887.86720526622,closed,27618
Anna,53473.65896394662,55000,43200.0,high school,medium,medium,52358.92505553768,52235.06573238113,closed,27618
Josh,46834.78728612422,54000,58799.99999999999,a Master's degree,high,low,52358.92505553768,52972.71814102806,closed,27618
Sabrina,75472.51746032215,62500,69120.0,a PhD,medium,medium,52358.92505553768,49790.74812167274,closed,27618
Marc,31606.380479808256,49200,36000.0,high school,medium,low,52358.92505553768,54664.76334172984,closed,27618
Camilla,47893.5848515554,47000,36000.0,a Bachelor's degree,low,low,52358.92505553768,52855.073967091266,closed,27618
Max,46734.37553330524,59500,60480.0,a Bachelor's degree,high,medium,52358.92505553768,52983.8750024524,closed,27618
Caroline,64766.9746925782,51000,43200.0,high school,medium,medium,52358.92505553768,50980.25287364429,closed,27618
Arnault,51652.86470510996,53000,48000.0,a PhD,low,low,62565.767247811586,63778.31197477844,closed,4321511
Roberta,52718.63667887978,49000,43200.0,a Bachelor's degree,medium,low,62565.767247811586,63659.892866581795,closed,4321511
Andreas,47712.12515161682,54000,57600.0,a PhD,low,medium,62565.767247811586,64216.171925166556,closed,4321511
Anna,65392.61361021542,60000,57600.0,a PhD,medium,low,62565.767247811586,62251.6732075445,closed,4321511
Josh,124970.97157326255,65000,82319.99999999999,a Master's degree,high,high,62565.767247811586,55631.85565609482,closed,4321511
Sabrina,68984.67970070323,60000,80640.0,a PhD,medium,high,62565.767247811586,61852.55475304585,closed,4321511
Marc,60139.895439853964,70560,70559.99999999999,a Master's degree,high,medium,62565.767247811586,62835.30855980687,closed,4321511
Camilla,56731.76333624841,51500,58799.99999999999,a Master's degree,low,high,62565.767247811586,63213.989904651935,closed,4321511
Max,74730.29781285397,56000,58799.99999999999,high school,high,high,62565.767247811586,61214.15274058466,closed,4321511
Caroline,22623.824469371844,28000,30000.0,high school,low,low,62565.767247811586,67003.76088986045,closed,4321511
Arnault,41587.3363343802,42000,42000.0,high school,high,low,50692.91762229897,51704.64887651216,closed,675438
Roberta,64719.16026892093,58800,58799.99999999999,high school,high,high,50692.91762229897,49134.44621711875,closed,675438
Andreas,49694.30000015635,50000,43200.0,a Bachelor's degree,low,medium,50692.91762229897,50803.875135870374,closed,675438
Anna,62736.73669345098,61500,51840.0,a Bachelor's degree,medium,medium,50692.91762229897,49354.71550328208,closed,675438
Josh,40423.822820412,46500,43200.0,high school,medium,medium,50692.91762229897,51833.92815584197,closed,675438
Sabrina,42436.41202417171,51250,50400.0,a Master's degree,medium,low,50692.91762229897,51610.307133202,closed,675438
Marc,66732.68788736884,60000,60479.99999999999,a Bachelor's degree,medium,high,50692.91762229897,48910.720926180096,closed,675438
Camilla,42356.91192110577,54000,50400.0,a Master's degree,medium,low,50692.91762229897,51619.1404779871,closed,675438
Max,55062.4829591074,56000,57600.0,a PhD,low,medium,50692.91762229897,50207.41036265359,closed,675438
Caroline,41179.325313915564,55000,42000.0,a Master's degree,low,low,50692.91762229897,51749.98343434157,closed,675438
Arnault,81283.36367579976,56240,60480.0,a Master's degree,medium,medium,58621.00817276542,56102.96867242827,closed,655021
Roberta,33502.705040516266,42000,42000.0,high school,high,low,58621.00817276542,61411.930743015335,closed,655021
Andreas,49911.92658854483,49000,50400.0,high school,medium,high,58621.00817276542,59588.68390434548,closed,655021
Anna,79036.13502546045,81022,58799.99999999999,high school,high,high,58621.00817276542,56352.6607446882,closed,655021
Josh,57780.97698581509,47000,51840.0,a Bachelor's degree,medium,medium,58621.00817276542,58714.344971315455,closed,655021
Sabrina,84801.46665087795,73000,70560.0,a Master's degree,medium,high,58621.00817276542,55712.068341864026,closed,655021
Marc,35360.87584271439,58000,42000.0,high school,low,high,58621.00817276542,61205.467320548865,closed,655021
Camilla,32700.47300977919,65000,69120.0,a PhD,medium,medium,58621.00817276542,61501.06763531944,closed,655021
Max,54180.01018624408,58000,60479.99999999999,a Bachelor's degree,medium,high,58621.00817276542,59114.45239349002,closed,655021
Caroline,77652.14872190218,70000,82319.99999999999,a Master's degree,high,high,58621.00817276542,56506.43700063912,closed,655021
Arnault,41190.96754390085,47000,50400.0,a Bachelor's degree,high,low,52215.631843018826,53440.59454292083,closed,150945
Roberta,80087.87694236747,81000,70559.99999999999,a Master's degree,high,medium,52215.631843018826,49118.71572086898,closed,150945
Andreas,61473.08559600076,56000,50400.0,a Master's degree,medium,low,52215.631843018826,51187.02587046528,closed,150945
Anna,32135.853462855906,44000,36000.0,high school,medium,low,52215.631843018826,54446.718329703595,closed,150945
Josh,42352.05240516349,47520,50400.0,a Master's degree,medium,low,52215.631843018826,53311.58511389165,closed,150945
Sabrina,35484.36407718711,52000,43200.0,a Bachelor's degree,low,medium,52215.631843018826,54074.661594777914,closed,150945
Marc,61935.05107916488,66000,50400.0,a Bachelor's degree,high,low,52215.631843018826,51135.69637233593,closed,150945
Camilla,60566.29386404371,58800,58799.99999999999,a Master's degree,low,high,52215.631843018826,51287.780507349395,closed,150945
Max,51255.90149841607,56500,58799.99999999999,high school,high,high,52215.631843018826,52322.26854797469,closed,150945
Caroline,55674.87196108799,47000,50400.0,high school,high,medium,52215.631843018826,51831.27182990003,closed,150945
Arnault,50089.06846115088,65000,30000.0,high school,low,low,65855.41671862536,67607.23319167808,closed,251186
Roberta,67973.28091709285,66500,57600.0,a PhD,low,medium,65855.41671862536,65620.0984743512,closed,251186
Andreas,85518.86215019181,56100,67200.0,a PhD,high,low,65855.41671862536,63670.58944845131,closed,251186
Anna,77897.51500546337,52000,94080.0,a PhD,high,high,65855.41671862536,64517.40579786558,closed,251186
Josh,77001.55687580767,52500,60479.99999999999,a Bachelor's degree,medium,high,65855.41671862536,64616.956701160656,closed,251186
Sabrina,60646.812422163115,58000,58799.99999999999,a Master's degree,low,high,65855.41671862536,66434.15052934339,closed,251186
Marc,31916.638646208216,44,48000.0,a PhD,low,low,65855.41671862536,69626.39206000505,closed,251186
Camilla,63275.56933250427,47500,51840.0,a Bachelor's degree,medium,medium,65855.41671862536,66142.06642819436,closed,251186
Max,79360.39626049591,53500,67200.0,a PhD,low,high,65855.41671862536,64354.8634361953,closed,251186
Caroline,64874.46711517555,63787,58799.99999999999,a Master's degree,low,high,65855.41671862536,65964.41111900867,closed,251186
Arnault,73036.88088125912,50000,94080.0,a PhD,high,high,58631.97038767182,57031.424777273234,closed,6997867
Roberta,80374.94561329401,50000,67200.0,a PhD,high,low,58631.97038767182,56216.08425149157,closed,6997867
Andreas,103044.98251330444,95000,94080.0,a PhD,high,high,58631.97038767182,53697.191262601526,closed,6997867
Anna,46361.12955361194,57000,60480.0,a Master's degree,medium,medium,58631.97038767182,59995.3971470118,closed,6997867
Josh,47297.51741388666,56500,50400.0,high school,high,medium,58631.97038767182,59891.35405142573,closed,6997867
Sabrina,43782.75759264031,50000,50400.0,high school,medium,high,58631.97038767182,60281.88292045309,closed,6997867
Marc,21537.666422172362,62000,30000.0,high school,low,low,58631.97038767182,62753.55971717176,closed,6997867
Camilla,69972.75298506064,70500,70560.0,a Bachelor's degree,high,high,58631.97038767182,57371.883432406394,closed,6997867
Max,54219.762546364494,56000,67200.0,a PhD,high,low,58631.97038767182,59122.21570337264,closed,6997867
Caroline,46691.30835512415,61800,50400.0,a Bachelor's degree,high,low,58631.97038767182,59958.71061351044,closed,6997867
Arnault,44140.29415331006,46800,50400.0,high school,high,medium,57076.574865150884,58513.939388688756,closed,973140
Roberta,71459.63285475898,59500,60479.99999999999,a Bachelor's degree,medium,high,57076.574865150884,55478.45731074998,closed,973140
Andreas,68514.66258572131,55000,80640.0,a PhD,high,medium,57076.574865150884,55805.67622953195,closed,973140
Anna,57854.951878750115,57500,67200.0,a PhD,low,high,57076.574865150884,56990.08853030652,closed,973140
Josh,60541.16686821286,61000,58799.99999999999,high school,high,high,57076.574865150884,56691.620198143995,closed,973140
Sabrina,57535.4693682039,48000,60480.0,a Master's degree,medium,medium,57076.574865150884,57025.58658703388,closed,973140
Marc,51142.36328752184,44000,43200.0,a Bachelor's degree,medium,low,57076.574865150884,57735.93170710967,closed,973140
Camilla,57759.059306253585,62000,67200.0,a PhD,low,high,57076.574865150884,57000.74326058392,closed,973140
Max,74327.75041494182,77324,60480.0,a Bachelor's degree,high,medium,57076.574865150884,55159.77758184078,closed,973140
Caroline,27490.397933834378,29800,30000.0,high school,low,low,57076.574865150884,60363.92785751939,closed,973140
Arnault,28173.13432138109,38000,36000.0,high school,low,medium,57760.97950688178,61048.5178608263,closed,875988
Roberta,61881.22448613482,51000,50400.0,a Bachelor's degree,high,low,57760.97950688178,57303.174509186996,closed,875988
Andreas,56674.832654341175,59000,50400.0,a Master's degree,medium,low,57760.97950688178,57881.6624904974,closed,875988
Anna,57018.366593317645,58618,48000.0,a PhD,low,low,57760.97950688178,57843.492052833346,closed,875988
Josh,84416.75044971933,"86,000",80640.0,a PhD,medium,high,57760.97950688178,54799.22717989983,closed,875988
Sabrina,57833.13344889406,64500,69120.0,a PhD,medium,medium,57760.97950688178,57752.96240221374,closed,875988
Marc,46444.74206819737,49000,51840.0,a Bachelor's degree,medium,medium,57760.97950688178,59018.339222291164,closed,875988
Camilla,69930.33216357777,69500,58799.99999999999,high school,high,high,57760.97950688178,56408.82921169334,closed,875988
